20240812111745,0.005004883,-0.015991211,1.024291992
20240812111749,0.0078125,-0.015380859,1.025390625
20240812111753,0.001098633,-0.016479492,1.024902344
20240812111758,0.000244141,-0.016357422,1.024780273
20240812111803,0.000976563,-0.012573242,1.023681641
20240812111809,0.006469727,-0.003662109,1.025024414
20240812111813,-0.001831055,-0.014038086,1.024780273
20240812111818,-0.000488281,-0.017089844,1.024291992
20240812111823,0.000976563,-0.017089844,1.024169922
20240812111829,0.001708984,-0.016479492,1.024536133
20240812111833,0.001708984,-0.017211914,1.023925781
20240812111838,0.000976563,-0.017333984,1.023193359
20240812111843,0.000610352,-0.016967773,1.024536133
20240812111849,0.000610352,-0.017333984,1.021728516
20240812111853,0.000976563,-0.016601563,1.0234375
20240812111858,0,-0.016113281,1.023803711
20240812111903,0.001220703,-0.017700195,1.023193359
20240812111909,-0.000366211,-0.017700195,1.023193359
20240812111913,0.000488281,-0.016967773,1.024902344
20240812111918,0.000610352,-0.017089844,1.024414063
20240812111923,0.000732422,-0.017578125,1.023803711
20240812111929,0.000610352,-0.016967773,1.023803711
20240812111933,0.000610352,-0.016845703,1.023681641
20240812111938,0.001098633,-0.017700195,1.023071289
20240812111943,0.000732422,-0.016479492,1.0234375
20240812111949,0,-0.017944336,1.023681641
20240812111953,0.000732422,-0.016479492,1.022827148
20240812111958,0.000854492,-0.017089844,1.02355957
20240812112003,0.001464844,-0.017578125,1.023681641
20240812112009,0.000976563,-0.017089844,1.0234375
20240812112013,0.001220703,-0.017089844,1.023803711
20240812112018,-0.00012207,-0.016967773,1.024047852
20240812112023,0.001220703,-0.016723633,1.024169922
20240812112029,0.000244141,-0.016723633,1.02355957
20240812112033,-0.000366211,-0.016845703,1.02331543
20240812112039,0.000732422,-0.017211914,1.02331543
20240812112043,0.001708984,-0.017211914,1.024291992
20240812112049,0.001098633,-0.017944336,1.024169922
20240812112053,0.001098633,-0.015991211,1.023925781
20240812112058,0.000610352,-0.017700195,1.024414063
20240812112103,0.000976563,-0.016845703,1.022705078
20240812112109,0.002197266,-0.013549805,1.024414063
20240812112113,0.000610352,-0.018188477,1.023803711
20240812112118,0.001098633,-0.016845703,1.023925781
20240812112123,0.000732422,-0.017578125,1.023803711
20240812112129,0.002075195,-0.021362305,1.024902344
20240812112133,0.000488281,-0.018676758,1.024658203
20240812112138,-0.000610352,-0.019042969,1.024414063
20240812112143,0.000976563,-0.017211914,1.023925781
20240812112149,0.000610352,-0.018066406,1.02331543
20240812112153,0.000366211,-0.01574707,1.024536133
20240812112158,0.000732422,-0.016845703,1.024291992
20240812112203,0.000488281,-0.017578125,1.029785156
20240812112209,0.002319336,-0.018920898,1.024414063
20240812112213,0.000488281,-0.016967773,1.024536133
20240812112218,-0.000366211,-0.016845703,1.024291992
20240812112223,0.001342773,-0.015625,1.024902344
20240812112229,-0.005126953,-0.018554688,1.023925781
20240812112234,0.001953125,-0.016723633,1.024047852
20240812112239,0.000854492,-0.016723633,1.024780273
20240812112244,-0.000244141,-0.016235352,1.024414063
20240812112249,0.001464844,-0.015380859,1.023803711
20240812112254,0.000244141,-0.016357422,1.023925781
20240812112259,0.000976563,-0.016845703,1.024902344
20240812112304,0.001708984,-0.017333984,1.024047852
20240812112309,0.000854492,-0.015869141,1.023925781
20240812112314,0.000732422,-0.016967773,1.024291992
20240812112319,0.004760742,-0.017333984,1.023803711
20240812112324,0.006225586,-0.017333984,1.019042969
20240812112329,-0.00012207,-0.017333984,1.023193359
20240812112334,-0.000488281,-0.017211914,1.022827148
20240812112339,0.000732422,-0.017456055,1.023925781
20240812112344,0.00012207,-0.014404297,1.02355957
20240812112349,0.002441406,-0.017456055,1.023925781
20240812112354,-0.00012207,-0.015625,1.025268555
20240812112359,0.000732422,-0.016723633,1.024780273
20240812112404,0.000244141,-0.016845703,1.025024414
20240812112409,0.000488281,-0.016479492,1.02355957
20240812112414,0.000854492,-0.017578125,1.0234375
20240812112419,0.000854492,-0.016723633,1.024414063
20240812112424,0.000732422,-0.016113281,1.022338867
20240812112429,0.000976563,-0.016479492,1.02355957
20240812112434,0.001586914,-0.017578125,1.023193359
20240812112439,0.001708984,-0.016845703,1.02355957
20240812112444,0.000366211,-0.017211914,1.024291992
20240812112449,0.000488281,-0.016479492,1.02331543
20240812112454,0.000610352,-0.016845703,1.023803711
20240812112459,0.000610352,-0.016479492,1.024169922
20240812112504,0.000854492,-0.017089844,1.024658203
20240812112509,0.000610352,-0.016723633,1.024536133
20240812112514,0.000976563,-0.017456055,1.023925781
20240812112519,0.000610352,-0.016845703,1.023803711
20240812112524,0.000610352,-0.016479492,1.023681641
20240812112529,0.000244141,-0.016113281,1.024658203
20240812112534,0.001831055,-0.016967773,1.024658203
20240812112539,0.000244141,-0.016845703,1.024536133
20240812112544,0.000732422,-0.017089844,1.024414063
20240812112549,0.000610352,-0.017211914,1.024536133
20240812112554,0.001342773,-0.016601563,1.024658203
20240812112559,0.000610352,-0.016479492,1.024047852
20240812112604,0.001708984,-0.016845703,1.023681641
20240812112609,0.00012207,-0.016845703,1.023803711
20240812112614,0.000244141,-0.016967773,1.024291992
20240812112619,0.000854492,-0.016723633,1.024291992
20240812112624,0.001098633,-0.017578125,1.024047852
20240812112629,0.001220703,-0.016601563,1.024291992
20240812112634,0.000976563,-0.016845703,1.024291992
20240812112639,0.001220703,-0.016845703,1.023681641
20240812112644,0.001586914,-0.016723633,1.024169922
20240812112649,0.000854492,-0.017211914,1.023071289
20240812112654,0.001464844,-0.016723633,1.023681641
20240812112659,0.001708984,-0.017211914,1.023071289
20240812112704,0.000854492,-0.016845703,1.024536133
20240812112710,0.002197266,-0.016479492,1.023803711
20240812112714,0.00012207,-0.015869141,1.023803711
20240812112719,0.001464844,-0.017089844,1.02331543
20240812112724,0.001586914,-0.016723633,1.023925781
20240812112729,0.000732422,-0.016845703,1.022827148
20240812112734,0.001831055,-0.017333984,1.023803711
20240812112739,0.000976563,-0.016723633,1.02355957
20240812112744,0.000610352,-0.017333984,1.023193359
20240812112749,0.000854492,-0.016723633,1.024047852
20240812112754,0.000976563,-0.016845703,1.022949219
20240812112759,0.000488281,-0.016967773,1.02331543
20240812112804,0.000976563,-0.016723633,1.024291992
20240812112809,0.000732422,-0.016845703,1.023071289
20240812112814,0.000854492,-0.017333984,1.021850586
20240812112819,0.000976563,-0.016723633,1.024536133
20240812112824,0.00012207,-0.016845703,1.024291992
20240812112829,0.000244141,-0.016601563,1.023071289
20240812112834,0.000610352,-0.017211914,1.023071289
20240812112839,0.000488281,-0.017211914,1.024536133
20240812112844,0.000488281,-0.017456055,1.022827148
20240812112849,0.000488281,-0.016845703,1.024169922
20240812112854,0.000976563,-0.016601563,1.022705078
20240812112859,0.000732422,-0.016723633,1.023803711
20240812112904,0.000610352,-0.016723633,1.022705078
20240812112909,0.000488281,-0.016845703,1.022949219
20240812112914,0.000732422,-0.016723633,1.024658203
20240812112919,0.001342773,-0.016845703,1.023681641
20240812112924,0.000854492,-0.016601563,1.023193359
20240812112929,0.000976563,-0.017578125,1.024291992
20240812112934,-0.000366211,-0.017700195,1.023193359
20240812112939,0.001708984,-0.016723633,1.022827148
20240812112944,0,-0.017456055,1.024169922
20240812112949,0.000732422,-0.017700195,1.023803711
20240812112954,0.000366211,-0.016601563,1.02355957
20240812112959,0.000366211,-0.014770508,1.022705078
20240812113004,0.001953125,-0.017456055,1.024169922
20240812113010,0.001220703,-0.017211914,1.02355957
20240812113014,0.002197266,-0.016723633,1.024658203
20240812113019,-0.000244141,-0.015014648,1.023803711
20240812113024,0.001953125,-0.014282227,1.024047852
20240812113030,0.00012207,-0.016723633,1.024658203
20240812113034,0.001220703,-0.017089844,1.022094727
20240812113039,0.003051758,-0.016967773,1.021850586
20240812113044,0.000488281,-0.017211914,1.021972656
20240812113050,-0.000366211,-0.015869141,1.021484375
20240812113054,0.002197266,-0.014038086,1.021728516
20240812113059,-0.00012207,-0.017211914,1.022949219
20240812113104,0.000854492,-0.017944336,1.022705078
20240812113110,0.000732422,-0.017944336,1.022827148
20240812113114,0.000732422,-0.016723633,1.021118164
20240812113119,0.001220703,-0.016357422,1.02331543
20240812113124,0.000854492,-0.01574707,1.019897461
20240812113130,0.001464844,-0.017211914,1.020141602
20240812113134,0.003540039,-0.017700195,1.021362305
20240812113139,0.001586914,-0.016967773,1.022338867
20240812113144,0.002441406,-0.015258789,1.022949219
20240812113150,0.001220703,-0.016967773,1.021972656
20240812113154,0.002197266,-0.016723633,1.022094727
20240812113159,0.000854492,-0.015625,1.021972656
20240812113205,0.001831055,-0.011230469,1.021240234
20240812113210,0.001220703,-0.018676758,1.023193359
20240812113214,0.002075195,-0.016967773,1.021728516
20240812113219,0.001586914,-0.017456055,1.022094727
20240812113224,-0.001953125,-0.016967773,1.022216797
20240812113230,0.000244141,-0.017456055,1.022094727
20240812113234,0,-0.01574707,1.02355957
20240812113239,0.000854492,-0.016601563,1.023803711
20240812113244,0.001831055,-0.016723633,1.022949219
20240812113250,0.002807617,-0.017578125,1.022949219
20240812113254,0.002075195,-0.017700195,1.024780273
20240812113259,0.002319336,-0.016357422,1.023681641
20240812113304,-0.000732422,-0.019165039,1.022094727
20240812113310,0.003173828,-0.016479492,1.022460938
20240812113314,-0.00012207,-0.016601563,1.022094727
20240812113319,-0.002563477,-0.00793457,1.022583008
20240812113324,0.001464844,-0.014770508,1.022338867
20240812113330,0.001464844,-0.016235352,1.021728516
20240812113334,0.002441406,-0.016845703,1.024169922
20240812113339,0.005493164,-0.019287109,1.0234375
20240812113344,0.000244141,-0.015380859,1.021240234
20240812113350,0.001708984,-0.017578125,1.022460938
20240812113354,-0.000488281,-0.015625,1.022583008
20240812113359,0.003051758,-0.014282227,1.023803711
20240812113404,0.000610352,-0.017211914,1.022705078
20240812113410,0.001464844,-0.016357422,1.02355957
20240812113414,0.002319336,-0.014526367,1.020751953
20240812113419,0.000610352,-0.018432617,1.022460938
20240812113424,0.002685547,-0.016723633,1.02331543
20240812113430,0.000610352,-0.015625,1.022216797
20240812113434,0.000854492,-0.01550293,1.02331543
20240812113440,0.000244141,-0.016967773,1.021728516
20240812113444,0.006958008,-0.01953125,1.022216797
20240812113450,0.003173828,-0.016479492,1.022338867
20240812113454,-0.002685547,-0.017089844,1.023803711
20240812113500,0.00390625,-0.016235352,1.022827148
20240812113504,0.002075195,-0.013793945,1.01953125
20240812113510,0.000610352,-0.016845703,1.022460938
20240812113514,0.000732422,-0.016479492,1.022094727
20240812113519,0.001464844,-0.015258789,1.021972656
20240812113524,0.000976563,-0.016235352,1.023193359
20240812113530,0.001586914,-0.015991211,1.02331543
20240812113534,0.004150391,-0.013793945,1.021606445
20240812113539,-0.000366211,-0.016601563,1.021484375
20240812113544,0.002197266,-0.016601563,1.02355957
20240812113550,-0.001098633,-0.01550293,1.023681641
20240812113554,0.001342773,-0.016967773,1.022216797
20240812113559,-0.000244141,-0.016235352,1.021362305
20240812113605,0.000610352,-0.015258789,1.022705078
20240812113610,0.001586914,-0.016601563,1.022460938
20240812113614,0.001342773,-0.017089844,1.021484375
20240812113620,0.000610352,-0.016967773,1.021972656
20240812113624,0.002197266,-0.022338867,1.020263672
20240812113630,-0.002807617,-0.018066406,1.022338867
20240812113634,0.000366211,-0.019165039,1.022827148
20240812113639,0.004882813,-0.016235352,1.023681641
20240812113644,0.003173828,-0.017089844,1.022705078
20240812113650,0.002563477,-0.017456055,1.020874023
20240812113655,0.000244141,-0.017089844,1.022827148
20240812113700,0.001098633,-0.018188477,1.020629883
20240812113705,0.000976563,-0.017578125,1.022094727
20240812113710,0.000366211,-0.015625,1.021362305
20240812113715,0,-0.018310547,1.023803711
20240812113720,0.003173828,-0.016601563,1.020874023
20240812113724,-0.000854492,-0.018554688,1.021728516
20240812113730,0.000854492,-0.016723633,1.023193359
20240812113735,0.000488281,-0.016113281,1.022338867
20240812113740,-0.000732422,-0.016723633,1.024414063
20240812113745,-0.023803711,-0.860839844,0.557495117
